state,action_date,naics_description,transaction_description,total_dollars_obligated,current_total_value_of_award,potential_total_value_of_award,object,program
,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,,
,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF HOUSTON DETENTION FACILITY,0.0,,566304901.26,,
,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, FOOD AND TRANSPORTATION SERVICES",0.0,,747158889.7,,
,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,0.0,,204194420.89,,
,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, FOOD AND TRANSPORTATION SERVICES",0.0,,747158889.7,,
,2017,FACILITIES SUPPORT SERVICES,DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,0.0,,322532388.6,,
,2017,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA.",0.0,,295505347.56,,
,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF HOUSTON DETENTION FACILITY,0.0,,566304901.26,,
,2018,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,162677.4,,92715840.0,,
,2017,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA.",,,,,
,2018,CORRECTIONAL INSTITUTIONS,"THIS IS AN AGREEMENT BETWEEN ODT AND ICE TO RIDE CONTRACT ODT-8-C-0005 WITH THE GEO GROUP INC. AT THE ROBERT A. DEYTON DETENTION FACILITY LOCATED IN LOVEJOY, GA",0.0,,0.0,,
,2018,CORRECTIONAL INSTITUTIONS,"THIS IS AN AGREEMENT BETWEEN ODT AND ICE TO RIDE CONTRACT ODT-8-C-0005 WITH THE GEO GROUP INC. AT THE ROBERT A. DEYTON DETENTION FACILITY LOCATED IN LOVEJOY, GA",0.0,,0.0,,
,2017,CORRECTIONAL INSTITUTIONS,DHS BULK CLOSE OUT,,,,,
,2018,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA.",0.0,,299228449.45,,
,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,,,,,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES,35460058.41,35460058.41,35460058.41,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2018,ALL OTHER MISCELLANEOUS CHEMICAL PRODUCT AND PREPARATION MANUFACTURING,IGF::OT::IGF LAUNDRY DETERGENT FOR EL PASO,14548.5,14548.5,14548.5,,
FLORIDA,2018,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,6490815.92,6490815.92,6490815.92,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES,23890793.15,23890793.15,23890793.15,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
COLORADO,2018,FACILITIES SUPPORT SERVICES,"DETENTION SERVICES FOR AURORA, CO CDF",47687272.92,47687272.92,47687272.92,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,OPTN: FIELD IS OPTIONAL PRIOR TO FY21
COLORADO,2018,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA. IGF::CT::IGF",,33071584.62,33071584.62,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,29208813.43,29208813.43,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES,23685794.75,23685794.75,23685794.75,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF HOUSTON DETENTION FACILITY,600.0,600.0,600.0,25.4: Operation and maintenance of facilities,
WASHINGTON,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",65718510.49,65718510.49,65718510.49,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,70811.24,70811.24,21.0: Travel and transportation of persons,
COLORADO,2018,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA. IGF::CT::IGF",,20730176.74,20730176.74,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2018,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,6490815.92,6490815.92,6490815.92,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,51612132.1,51612132.1,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,26489813.43,26489813.43,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,DETENTION SERVICES,23527377.75,23527377.75,23527377.75,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
COLORADO,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",30674822.84,30674822.84,30674822.84,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2016,FACILITIES SUPPORT SERVICES,"CONTRACT DETENTION FACILITY, AURORA, COLORADO  IGF::CT::IGF",30675602.15,30675602.15,30675602.15,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"CONTRACT DETENTION FACILITY, AURORA, COLORADO  IGF::CT::IGF",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"CONTRACT DETENTION FACILITY, AURORA, COLORADO  IGF::CT::IGF",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"CONTRACT DETENTION FACILITY, AURORA, COLORADO  IGF::CT::IGF",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"CONTRACT DETENTION FACILITY, AURORA, COLORADO  IGF::CT::IGF",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
WASHINGTON,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",65718510.49,65718510.49,65718510.49,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
CALIFORNIA,2018,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,17356.68,17356.68,25.4: Operation and maintenance of facilities,
COLORADO,2018,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO GEO GRP COCA. IGF::CT::IGF",,20557919.15,20557919.15,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
COLORADO,2018,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF CONTRACT DETENTION FACILITY, AURORA, COLORADO",30675602.15,30675602.15,30675602.15,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,22607557.29,22607557.29,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,DETENTION SERVICES,19715678.75,19715678.75,19715678.75,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,2175307.12,2175307.12,2175307.12,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
DISTRICT OF COLUMBIA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
TEXAS,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
FLORIDA,2018,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,1911358.29,1911358.29,1911358.29,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF  DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
TEXAS,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [DC],,,,25.1: Advisory and assistance services,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
DISTRICT OF COLUMBIA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
TEXAS,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF GEO GROUP INC. DETENTION SERVICES,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
TEXAS,2017,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,1956129.3,1956129.3,1956129.3,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION AND DETENTION RELATED SERVICES.,,,,,
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION AND DETENTION RELATED SERVICES.,,,,,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2016,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
TEXAS,2016,FACILITIES SUPPORT SERVICES,REFERENCE SOUTH TEXAS DETENTION COMPLEX CONTRACT HSCEDM-12-D-00001 WITH THE GEO GROUP. OPTION YEAR 3 IGF::OT::IGF,,,,,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF RIO GRANDE DETENTION CENTER,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [NY],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
WASHINGTON,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",,,,,
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,FACILITIES SUPPORT SERVICES,IGF::CL::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,,
CALIFORNIA,2017,SECURITY GUARDS AND PATROL SERVICES,"IGF::CL::IGF DETENTION SERVICES AT THE WESTERN REGION DETENTION FACILITY IN SAN DIEGO, CA",,,,25.4: Operation and maintenance of facilities,
COLORADO,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF  DETENTION SERVICES,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;25.6: Medical care,
FLORIDA,2016,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,,,,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [LA],,,,25.1: Advisory and assistance services,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
TEXAS,2017,FACILITIES SUPPORT SERVICES,DETENTION SERVICE. IGF::OT::IGF.,,52665942.04,52665942.04,25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2018,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,51820255.94,51820255.94,51820255.94,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,43927093.12,43927093.12,43927093.12,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
FLORIDA,2017,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF,,,,25.2: Other services from non-Federal sources;25.3: Other goods and services from Federal sources,
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,31778989.58,31778989.58,31778989.58,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,11.8: Special personal services payments;21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities;26.0: Supplies and materials,
WASHINGTON,2016,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",59949555.1,59949555.1,59949555.1,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",65718510.49,65718510.49,65718510.49,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::OT::IGF DETENTION SERVICES AT THE SOUTH TEXAS DETENTION CENTER,,,,21.0: Travel and transportation of persons,
FLORIDA,2017,,DHS BULK CLOSE OUT,,,,,
FLORIDA,2017,FACILITIES SUPPORT SERVICES,IGF::CT::IGF DETENTION SERVICES AT BROWARD TRANSITIONAL CENTER,31040733.6,31040733.6,31040733.6,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
WASHINGTON,2017,FACILITIES SUPPORT SERVICES,"IGF::CT::IGF DETENTION, TRANSPORTATION AND FOOD SERVICES",61003999.56,61003999.56,61003999.56,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,0005: CAS - ENFORCEMENT AND REMOVAL OPERTIONS
TEXAS,2017,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION SERVICES,,5244682.16,5244682.16,21.0: Travel and transportation of persons;25.4: Operation and maintenance of facilities,
FLORIDA,2017,SECURITY GUARDS AND PATROL SERVICES,DHS BULK CLOSE OUT,,,,,
FLORIDA,2016,OTHER INDIVIDUAL AND FAMILY SERVICES,IGF::CT::IGF TASK ORDER FOR FAMILY CASE MANAGEMENT SERVICES [MIA],,,,21.0: Travel and transportation of persons;25.1: Advisory and assistance services,
TEXAS,2016,CORRECTIONAL INSTITUTIONS,IGF::CT::IGF DETENTION AND DETENTION RELATED SERVICES.,,,,,
,2021,FACILITIES SUPPORT SERVICES,"DETENTION MANAGEMENT/MEDICAL/TRANSPORTATION FOR AURORA, CO",0.0,,360385040.61,,
